index,Unnamed: 0,Date,Year,Month,Global Temperature Anomalies,Global Precipitation,Nino 1+2 SST,Nino 1+2 SST Anomalies,Nino 3 SST,Nino 3 SST Anomalies,Nino 3.4 SST,Nino 3.4 SST Anomalies,Nino 4 SST,Nino 4 SST Anomalies,TNI OISST,TNI HadISST,PNA,OLR,SOI,Season (2-Month),MEI.ext,MEI.v2,Season (3-Month),ONI,Season (12-Month),ENSO Phase-Intensity,high,low
508,508,1992-05-01,1992,MAY,0.34,80.31,26.09,1.47,28.28,1.07,28.79,0.91,29.12,0.33,-0.363,-0.392,1.2,-1.8,0.3,AM,2.404,1.68,AMJ,1.1,1992-1993,N,68.96774193548387,39.8967741935484
509,509,1992-06-01,1992,JUN,0.3,79.47,23.66,0.48,27.12,0.47,28.12,0.42,29.01,0.17,-0.564,-0.48,1.36,-1.0,-0.6,MJ,2.293,1.51,MJJ,0.7,1992-1993,N,75.1,43.79333333333334
510,510,1992-07-01,1992,JUL,0.14,83.38,21.44,-0.39,25.65,-0.22,27.45,0.15,29.12,0.33,-0.992,-0.913,0.38,-0.4,-0.6,JJ,1.742,0.62,JJA,0.4,1992-1993,N,75.80645161290323,43.64516129032258
511,511,1992-08-01,1992,AUG,0.11,81.71,20.67,-0.18,24.98,-0.24,26.82,-0.08,28.65,-0.04,-1.276,-1.192,-0.37,-0.2,0.4,JA,0.723,-0.02,JAS,0.1,1992-1993,N,74.45161290322581,46.52903225806452
512,512,1992-09-01,1992,SEP,0.04,79.92,20.37,-0.21,24.82,-0.19,26.6,-0.16,28.65,-0.03,-1.317,-1.226,-1.13,0.0,0.1,AS,0.464,0.4,ASO,-0.1,1992-1993,N,70.13333333333334,39.67333333333333
513,513,1992-10-01,1992,OCT,0.06,82.35,20.99,0.12,24.66,-0.42,26.27,-0.5,28.45,-0.24,-1.219,-1.098,0.4,-0.5,-1.4,SO,0.751,0.67,SON,-0.3,1992-1993,N,57.67741935483871,31.625806451612902
514,514,1992-11-01,1992,NOV,0.05,80.91,21.37,-0.26,24.97,-0.23,26.64,-0.18,28.37,-0.3,-1.146,-1.054,0.8,-1.1,-0.7,ON,0.765,0.62,OND,-0.3,1992-1993,N,42.56666666666667,22.51333333333333
515,515,1992-12-01,1992,DEC,0.2,81.68,22.41,-0.43,25.1,-0.17,26.78,0.14,28.48,0.03,-0.878,-0.831,-1.53,-1.5,-0.6,ND,0.808,0.73,NDJ,-0.1,1992-1993,N,36.12903225806452,14.483870967741936
516,516,1993-01-01,1993,JAN,0.34,83.24,24.25,-0.27,25.66,-0.01,26.73,0.16,28.32,0.09,-0.819,-0.747,-1.48,-0.7,-0.9,DJ,0.925,0.79,DJF,0.1,1993-1994,N,32.096774193548384,13.290322580645162
517,517,1993-02-01,1993,FEB,0.4,75.15,26.12,0.03,26.69,0.31,27.07,0.34,28.1,0.0,-0.668,-0.63,0.44,-1.6,-0.7,JF,1.049,0.89,JFM,0.3,1993-1994,N,29.25,7.964285714285714
518,518,1993-03-01,1993,MAR,0.37,81.26,26.84,0.23,27.38,0.22,27.46,0.23,28.29,0.07,-0.417,-0.405,0.94,-1.0,-0.5,FM,1.177,0.77,FMA,0.5,1993-1994,N,39.58064516129032,13.883870967741936
519,519,1993-04-01,1993,APR,0.32,76.65,26.23,0.5,28.02,0.44,28.13,0.32,28.51,0.0,-0.267,-0.273,1.26,-2.0,-1.2,MA,1.44,0.98,MAM,0.7,1993-1994,N,54.766666666666666,26.279999999999998
520,520,1993-05-01,1993,MAY,0.3,81.44,25.16,0.54,28.05,0.84,28.53,0.65,28.79,0.0,-0.481,-0.383,2.43,-1.5,-0.3,AM,1.86,1.47,AMJ,0.7,1993-1994,N,69.29032258064517,41.81290322580645
521,521,1993-06-01,1993,JUN,0.31,81.89,23.53,0.36,26.82,0.18,27.86,0.15,28.76,-0.08,-0.629,-0.529,0.66,-1.4,-0.8,MJ,1.835,1.51,MJJ,0.6,1993-1994,N,75.0,46.8
522,522,1993-07-01,1993,JUL,0.27,84.3,22.06,0.23,26.04,0.17,27.51,0.22,28.8,0.02,-0.854,-0.784,-0.28,-1.3,-0.8,JJ,1.228,0.9,JJA,0.3,1993-1994,N,82.03225806451613,54.27741935483871
523,523,1993-08-01,1993,AUG,0.18,83.33,20.98,0.13,25.25,0.03,26.86,-0.04,28.67,-0.02,-1.028,-0.935,-0.17,-0.6,-0.9,JA,0.724,0.6,JAS,0.3,1993-1994,N,80.3225806451613,45.903225806451616
524,524,1993-09-01,1993,SEP,0.19,79.73,20.88,0.3,25.16,0.15,27.0,0.24,28.83,0.16,-1.186,-1.137,-0.97,-0.9,-0.7,AS,0.795,0.61,ASO,0.2,1993-1994,N,65.2,36.973333333333336
525,525,1993-10-01,1993,OCT,0.26,85.94,21.19,0.32,25.28,0.2,26.96,0.19,28.66,-0.02,-1.17,-1.135,-0.17,-1.5,-1.1,SO,1.186,0.96,SON,0.1,1993-1994,N,58.12903225806452,32.50322580645161
526,526,1993-11-01,1993,NOV,0.08,82.99,21.64,0.01,25.21,0.01,26.9,0.08,28.76,0.08,-1.162,-1.046,-0.35,-0.1,-0.1,ON,1.158,0.7,OND,0.0,1993-1994,N,44.03333333333333,22.55333333333333
527,527,1993-12-01,1993,DEC,0.2,86.26,22.46,-0.37,25.25,-0.02,26.74,0.1,28.74,0.29,-1.005,-0.825,0.42,-0.7,0.2,ND,0.784,0.27,NDJ,0.1,1993-1994,N,33.74193548387097,12.716129032258063
528,528,1994-01-01,1994,JAN,0.23,83.6,24.31,-0.2,25.75,0.08,26.58,0.02,28.31,0.09,-1.203,-1.097,-0.8,-0.1,-0.1,DJ,0.644,-0.01,DJF,0.1,1994-1995,ME,22.161290322580644,1.941935483870968
529,529,1994-02-01,1994,FEB,0.06,72.83,25.76,-0.34,26.19,-0.19,26.65,-0.08,27.89,-0.2,-1.399,-1.277,-1.27,0.6,0.3,JF,0.422,-0.21,JFM,0.1,1994-1995,ME,27.892857142857142,5.092857142857143
530,530,1994-03-01,1994,MAR,0.3,82.23,25.54,-1.06,26.86,-0.3,27.38,0.15,28.28,0.06,-1.611,-1.463,0.23,0.3,-0.7,FM,0.278,-0.23,FMA,0.2,1994-1995,ME,43.67741935483871,16.948387096774198
531,531,1994-04-01,1994,APR,0.4,79.82,24.51,-1.22,27.01,-0.56,27.88,0.08,28.4,-0.11,-1.847,-1.8,-0.7,-0.3,-1.3,MA,0.646,0.01,MAM,0.3,1994-1995,ME,58.766666666666666,29.980000000000004
532,532,1994-05-01,1994,MAY,0.33,81.27,23.52,-1.1,26.95,-0.26,28.0,0.12,28.98,0.19,-2.339,-2.347,0.48,-0.1,-0.7,AM,1.011,-0.03,AMJ,0.4,1994-1995,ME,67.7741935483871,39.24516129032258
533,533,1994-06-01,1994,JUN,0.43,83.29,22.42,-0.75,26.42,-0.23,27.84,0.13,29.03,0.19,-2.75,-2.667,-1.36,0.1,-0.4,MJ,0.992,0.25,MJJ,0.4,1994-1995,ME,79.76666666666667,51.313333333333325
534,534,1994-07-01,1994,JUL,0.32,82.96,21.22,-0.61,25.26,-0.61,27.29,-0.01,29.25,0.47,-2.8,-2.619,-0.06,-0.3,-1.3,JJ,0.885,0.96,JJA,0.4,1994-1995,ME,80.54838709677419,53.76774193548387
535,535,1994-08-01,1994,AUG,0.25,82.63,19.89,-0.96,24.87,-0.35,27.3,0.4,29.31,0.61,-2.609,-2.445,-1.38,-0.6,-1.2,JA,0.731,0.87,JAS,0.4,1994-1995,ME,75.45161290322581,45.68387096774193
536,536,1994-09-01,1994,SEP,0.35,81.01,20.06,-0.52,24.9,-0.11,27.04,0.28,29.05,0.38,-2.5,-2.277,-2.02,-1.0,-1.6,AS,0.796,1.1,ASO,0.6,1994-1995,ME,73.26666666666667,43.24
537,537,1994-10-01,1994,OCT,0.44,78.6,21.56,0.69,25.58,0.49,27.37,0.6,29.19,0.5,-2.194,-1.857,-0.09,-0.6,-1.1,SO,1.355,1.52,SON,0.7,1994-1995,ME,60.70967741935484,35.28387096774193
538,538,1994-11-01,1994,NOV,0.43,78.23,22.26,0.63,25.93,0.73,27.73,0.91,29.25,0.58,-1.657,-1.313,-1.61,-1.4,-0.6,ON,1.447,1.01,OND,1.0,1994-1995,ME,50.2,24.64666666666666
539,539,1994-12-01,1994,DEC,0.39,83.96,23.46,0.62,26.07,0.8,27.79,1.15,29.16,0.71,-1.493,-1.182,0.39,-2.8,-1.2,ND,1.319,0.91,NDJ,1.1,1994-1995,ME,38.83870967741935,15.52903225806452
540,540,1995-01-01,1995,JAN,0.54,82.35,25.04,0.52,26.17,0.5,27.32,0.75,28.76,0.54,-1.726,-1.498,0.2,-1.7,-0.4,DJ,1.337,0.82,DJF,1.0,1995-1996,ML,31.161290322580644,12.90967741935484
541,541,1995-02-01,1995,FEB,0.76,72.67,26.17,0.07,26.75,0.37,27.37,0.64,28.8,0.71,-1.911,-1.743,0.68,-0.6,-0.1,JF,1.196,0.54,JFM,0.7,1995-1996,ML,29.464285714285715,10.028571428571428
542,542,1995-03-01,1995,MAR,0.5,83.03,26.3,-0.3,26.97,-0.2,27.53,0.3,28.81,0.59,-2.19,-2.075,0.03,0.0,0.8,FM,0.935,0.17,FMA,0.5,1995-1996,ML,45.80645161290322,20.354838709677416
543,543,1995-04-01,1995,APR,0.5,80.37,24.65,-1.08,27.0,-0.57,27.87,0.07,28.88,0.36,-2.296,-2.374,0.04,0.2,-0.7,MA,0.83,0.13,MAM,0.3,1995-1996,ML,51.9,26.42
544,544,1995-05-01,1995,MAY,0.33,81.67,23.37,-1.24,26.4,-0.82,27.67,-0.21,29.05,0.26,-2.263,-2.405,0.09,0.2,-0.4,AM,0.94,0.14,AMJ,0.1,1995-1996,ML,65.83870967741936,37.38064516129033
545,545,1995-06-01,1995,JUN,0.47,82.35,22.44,-0.73,26.03,-0.61,27.35,-0.36,28.9,0.06,-2.004,-2.145,0.9,0.4,0.1,MJ,0.813,0.01,MJJ,0.0,1995-1996,ML,79.5,47.39333333333332
546,546,1995-07-01,1995,JUL,0.5,83.24,21.34,-0.5,25.51,-0.36,27.09,-0.21,28.71,-0.08,-1.533,-1.806,-0.74,0.4,0.4,JJ,0.483,-0.29,JJA,-0.2,1995-1996,ML,82.25806451612904,53.1225806451613
547,547,1995-08-01,1995,AUG,0.53,84.77,20.14,-0.71,24.44,-0.78,26.33,-0.57,28.48,-0.21,-1.006,-1.333,-0.33,0.7,0.3,JA,0.258,-0.7,JAS,-0.5,1995-1996,ML,82.90322580645162,56.07096774193548
548,548,1995-09-01,1995,SEP,0.41,81.64,20.23,-0.35,24.16,-0.85,26.1,-0.66,28.36,-0.32,-0.569,-0.849,1.22,0.4,0.3,AS,-0.081,-0.94,ASO,-0.8,1995-1996,ML,71.46666666666667,41.273333333333326
549,549,1995-10-01,1995,OCT,0.44,80.53,20.05,-0.82,24.18,-0.9,25.82,-0.94,28.11,-0.57,-0.342,-0.595,0.11,0.9,0.0,SO,-0.274,-0.74,SON,-1.0,1995-1996,ML,61.80645161290322,35.690322580645166
550,550,1995-11-01,1995,NOV,0.46,81.92,21.53,-0.1,24.18,-1.01,25.81,-1.01,28.05,-0.63,-0.188,-0.335,-0.73,0.8,0.0,ON,-0.407,-0.77,OND,-1.0,1995-1996,ML,39.23333333333333,14.08
551,551,1995-12-01,1995,DEC,0.3,82.96,21.97,-0.86,24.31,-0.96,25.73,-0.91,27.96,-0.48,-0.028,-0.059,0.62,1.0,-0.5,ND,-0.432,-0.9,NDJ,-1.0,1995-1996,ML,30.225806451612904,9.44516129032258
552,552,1996-01-01,1996,JAN,0.28,85.23,23.83,-0.69,24.96,-0.71,25.74,-0.83,27.75,-0.48,0.036,0.021,-0.68,1.7,1.0,DJ,-0.437,-0.85,DJF,-0.9,1996-1997,N,30.12903225806452,3.593548387096774
553,553,1996-02-01,1996,FEB,0.49,78.6,25.6,-0.49,25.72,-0.66,25.96,-0.77,27.48,-0.62,-0.373,-0.294,-0.7,1.6,0.3,JF,-0.421,-0.8,JFM,-0.8,1996-1997,N,32.58620689655172,5.544827586206897
554,554,1996-03-01,1996,MAR,0.38,86.81,26.15,-0.45,26.66,-0.5,26.58,-0.66,27.62,-0.61,-0.6,-0.398,-0.75,1.1,1.1,FM,-0.348,-0.66,FMA,-0.6,1996-1997,N,38.67741935483871,12.23225806451613
555,555,1996-04-01,1996,APR,0.34,78.94,24.09,-1.64,26.63,-0.94,27.32,-0.49,28.01,-0.5,-0.911,-0.779,0.51,0.4,0.8,MA,-0.361,-0.76,MAM,-0.4,1996-1997,N,53.4,21.52
556,556,1996-05-01,1996,MAY,0.33,81.07,23.28,-1.34,26.36,-0.85,27.37,-0.51,28.41,-0.38,-1.525,-1.189,0.37,0.4,0.3,AM,-0.435,-0.85,AMJ,-0.3,1996-1997,N,65.90322580645162,32.05806451612904
557,557,1996-06-01,1996,JUN,0.3,80.45,21.86,-1.31,25.87,-0.78,27.23,-0.48,28.45,-0.39,-1.984,-1.345,-1.18,0.5,1.2,MJ,-0.272,-0.91,MJJ,-0.3,1996-1997,N,76.6,35.05333333333333
558,558,1996-07-01,1996,JUL,0.37,84.7,20.49,-1.34,25.22,-0.65,26.93,-0.37,28.37,-0.42,-2.02,-1.234,0.18,0.5,0.7,JJ,-0.214,-0.83,JJA,-0.3,1996-1997,N,78.35483870967742,55.32258064516129
559,559,1996-08-01,1996,AUG,0.45,83.93,19.75,-1.11,24.68,-0.54,26.59,-0.31,28.44,-0.26,-1.961,-1.266,-0.93,0.5,0.7,JA,-0.218,-0.64,JAS,-0.3,1996-1997,N,80.41935483870968,58.58709677419355
560,560,1996-09-01,1996,SEP,0.29,81.52,19.5,-1.08,24.46,-0.55,26.41,-0.35,28.36,-0.32,-1.89,-1.073,-0.27,0.6,0.6,AS,-0.22,-0.31,ASO,-0.4,1996-1997,N,70.4,41.07333333333334
561,561,1996-10-01,1996,OCT,0.21,82.93,20.14,-0.73,24.4,-0.68,26.22,-0.55,28.34,-0.35,-1.73,-1.019,-0.67,0.5,0.6,SO,-0.327,-0.37,SON,-0.4,1996-1997,N,59.58064516129032,39.87096774193548
562,562,1996-11-01,1996,NOV,0.39,80.92,20.34,-1.29,24.56,-0.64,26.39,-0.43,28.24,-0.43,-1.662,-1.1,-0.44,0.5,-0.1,ON,-0.213,-0.34,OND,-0.5,1996-1997,N,38.63333333333333,26.53333333333333
563,563,1996-12-01,1996,DEC,0.36,77.65,21.67,-1.16,24.2,-1.06,26.04,-0.6,28.31,-0.14,-1.505,-0.97,-1.53,0.7,0.9,ND,-0.203,-0.47,NDJ,-0.5,1996-1997,N,34.064516129032256,23.825806451612905
564,564,1997-01-01,1997,JAN,0.26,84.67,23.58,-0.93,24.69,-0.98,25.95,-0.61,28.12,-0.1,-1.345,-0.68,0.16,0.5,0.5,DJ,-0.453,-0.65,DJF,-0.5,1997-1998,VSE,28.967741935483872,13.193548387096774
565,565,1997-02-01,1997,FEB,0.37,74.38,25.64,-0.45,25.66,-0.72,26.34,-0.39,28.22,0.12,-1.149,-0.464,0.45,0.5,1.7,JF,-0.577,-0.72,JFM,-0.4,1997-1998,VSE,34.0,19.27142857142857
566,566,1997-03-01,1997,MAR,0.52,83.08,26.83,0.23,26.73,-0.44,26.88,-0.36,28.35,0.13,-0.538,0.051,-1.56,-1.0,-0.4,FM,-0.323,-0.3,FMA,-0.1,1997-1998,VSE,41.87096774193548,26.283870967741933
567,567,1997-04-01,1997,APR,0.39,79.78,26.53,0.8,27.26,-0.31,27.7,-0.11,29.0,0.48,0.297,0.742,0.29,-1.2,-0.6,MA,0.529,0.15,MAM,0.3,1997-1998,VSE,54.1,31.6
568,568,1997-05-01,1997,MAY,0.39,83.95,26.44,1.83,27.67,0.46,28.28,0.4,29.21,0.42,1.055,1.314,0.77,-1.7,-1.3,AM,1.61,0.71,AMJ,0.8,1997-1998,VSE,59.74193548387097,37.722580645161294
569,569,1997-06-01,1997,JUN,0.56,79.86,25.97,2.79,27.85,1.21,28.52,0.81,29.04,0.2,1.783,1.83,-0.25,-0.9,-1.4,MJ,2.602,2.34,MJJ,1.2,1997-1998,VSE,77.9,55.4
570,570,1997-07-01,1997,JUL,0.43,85.09,25.42,3.59,27.65,1.77,28.57,1.27,29.19,0.4,2.51,2.386,0.1,-1.5,-0.8,JJ,3.12,2.26,JJA,1.6,1997-1998,VSE,80.25806451612904,57.74193548387097
571,571,1997-08-01,1997,AUG,0.47,86.1,24.57,3.71,27.54,2.32,28.58,1.68,29.03,0.33,2.833,2.785,-0.55,-1.7,-1.4,JA,3.181,2.26,JAS,1.9,1997-1998,VSE,73.7741935483871,55.12903225806452
572,572,1997-09-01,1997,SEP,0.61,80.08,24.21,3.63,27.53,2.52,28.6,1.84,29.23,0.56,2.944,2.961,0.22,-1.4,-1.4,AS,3.168,2.2,ASO,2.1,1997-1998,VSE,70.13333333333334,49.4
573,573,1997-10-01,1997,OCT,0.64,82.64,24.44,3.57,27.78,2.69,28.73,1.96,28.99,0.3,3.09,3.262,-0.12,-2.6,-1.5,SO,3.214,2.06,SON,2.3,1997-1998,VSE,59.193548387096776,36.516129032258064
574,574,1997-11-01,1997,NOV,0.62,79.82,25.36,3.73,28.23,3.04,28.93,2.11,29.29,0.61,3.037,3.195,0.86,-0.6,-1.2,ON,3.201,2.14,OND,2.4,1997-1998,VSE,41.43333333333333,28.91333333333333
575,575,1997-12-01,1997,DEC,0.58,84.46,26.57,3.73,28.33,3.07,28.74,2.1,28.89,0.44,2.858,3.08,0.85,-1.5,-1.0,ND,3.022,2.11,NDJ,2.4,1997-1998,VSE,35.0,25.451612903225808
576,576,1998-01-01,1998,JAN,0.6,84.74,27.4,2.88,28.42,2.75,28.59,2.03,28.67,0.44,2.716,2.942,0.3,-0.7,-2.7,DJ,2.822,2.3,DJF,2.2,1998-1999,SL,34.806451612903224,25.251612903225805
577,577,1998-02-01,1998,FEB,0.81,76.1,28.01,1.91,28.57,2.19,28.47,1.74,28.62,0.52,2.87,2.959,0.89,-0.3,-2.0,JF,2.823,2.45,JFM,1.9,1998-1999,SL,40.42857142857143,26.814285714285717
578,578,1998-03-01,1998,MAR,0.64,86.02,28.51,1.91,28.81,1.64,28.42,1.18,28.49,0.27,3.045,2.815,0.69,0.1,-2.4,FM,2.944,2.27,FMA,1.4,1998-1999,SL,42.774193548387096,28.296774193548387
579,579,1998-04-01,1998,APR,0.72,81.45,28.07,2.34,28.77,1.2,28.3,0.5,28.39,-0.12,2.983,2.788,0.85,1.0,-1.4,MA,2.821,2.61,MAM,1.0,1998-1999,SL,57.833333333333336,35.626666666666665
580,580,1998-05-01,1998,MAY,0.7,83.39,27.46,2.84,28.27,1.06,28.33,0.45,28.56,-0.23,3.164,2.745,-1.87,-0.3,0.3,AM,2.336,2.33,AMJ,0.5,1998-1999,SL,74.54838709677419,50.96774193548387
581,581,1998-06-01,1998,JUN,0.74,82.18,25.09,1.92,26.37,-0.27,26.96,-0.75,28.36,-0.48,3.21,2.636,0.09,-0.1,1.0,MJ,1.355,0.42,MJJ,-0.1,1998-1999,SL,77.13333333333334,55.46666666666667
582,582,1998-07-01,1998,JUL,0.71,85.34,23.47,1.64,25.49,-0.38,26.15,-1.15,28.02,-0.77,2.762,2.193,1.67,0.5,1.2,JJ,0.18,-1.53,JJA,-0.8,1998-1999,SL,82.2258064516129,57.774193548387096
583,583,1998-08-01,1998,AUG,0.71,87.61,21.98,1.12,24.78,-0.43,25.7,-1.2,27.79,-0.9,2.45,1.922,-0.6,0.6,1.2,JA,-0.731,-1.82,JAS,-1.1,1998-1999,SL,81.51612903225806,59.193548387096776
584,584,1998-09-01,1998,SEP,0.5,82.2,21.11,0.53,24.38,-0.63,25.73,-1.03,27.91,-0.77,2.368,1.789,0.42,0.9,1.0,AS,-0.863,-1.4,ASO,-1.3,1998-1999,SL,77.76666666666667,51.266666666666666
585,585,1998-10-01,1998,OCT,0.44,84.98,21.66,0.79,24.18,-0.91,25.43,-1.34,27.27,-1.41,2.262,1.904,0.77,0.8,1.1,SO,-0.759,-1.29,SON,-1.4,1998-1999,SL,61.38709677419355,41.483870967741936
586,586,1998-11-01,1998,NOV,0.44,79.97,21.45,-0.17,24.47,-0.73,25.51,-1.31,27.24,-1.43,2.225,2.073,0.7,1.0,1.0,ON,-0.857,-1.34,OND,-1.5,1998-1999,SL,49.03333333333333,33.233333333333334
587,587,1998-12-01,1998,DEC,0.58,84.78,23.08,0.24,24.12,-1.15,24.91,-1.73,26.96,-1.48,2.475,2.508,-0.39,1.3,1.4,ND,-0.973,-1.29,NDJ,-1.6,1998-1999,SL,41.03225806451613,23.387096774193548
588,588,1999-01-01,1999,JAN,0.47,82.47,23.82,-0.69,24.52,-1.15,24.98,-1.58,26.55,-1.67,2.451,2.577,-0.44,1.8,1.8,DJ,-1.108,-1.28,DJF,-1.6,1999-2000,SL,27.451612903225808,13.47741935483871
589,589,1999-02-01,1999,FEB,0.65,75.08,25.67,-0.42,25.64,-0.74,25.63,-1.1,26.62,-1.48,2.095,2.338,-0.46,1.3,1.0,JF,-1.231,-1.2,JFM,-1.3,1999-2000,SL,38.642857142857146,21.457142857142856
590,590,1999-03-01,1999,MAR,0.36,79.31,26.61,0.01,26.82,-0.35,26.34,-0.89,26.89,-1.34,1.7,2.028,0.38,1.5,1.3,FM,-1.121,-1.15,FMA,-1.1,1999-2000,SL,42.0,19.61290322580645
591,591,1999-04-01,1999,APR,0.36,77.75,24.21,-1.52,26.74,-0.83,26.81,-0.99,27.22,-1.29,1.138,1.511,0.05,1.0,1.4,MA,-1.098,-1.16,MAM,-1.0,1999-2000,SL,58.66666666666666,36.96666666666667
592,592,1999-05-01,1999,MAY,0.32,81.96,23.79,-0.82,26.57,-0.64,26.96,-0.92,27.8,-0.99,0.449,0.882,-0.05,0.7,0.2,AM,-1.187,-1.33,AMJ,-1.0,1999-2000,SL,71.7741935483871,47.25806451612903
593,593,1999-06-01,1999,JUN,0.41,78.97,22.35,-0.83,25.84,-0.8,26.62,-1.08,27.96,-0.89,-0.101,0.539,0.43,0.5,0.3,MJ,-0.975,-1.26,MJJ,-1.0,1999-2000,SL,80.6,57.63333333333333
594,594,1999-07-01,1999,JUL,0.38,84.61,21.04,-0.79,25.01,-0.87,26.27,-1.03,27.7,-1.09,-0.311,0.312,-0.92,0.2,0.5,JJ,-0.826,-1.18,JJA,-1.1,1999-2000,SL,84.03225806451613,62.64516129032258
595,595,1999-08-01,1999,AUG,0.38,83.44,20.03,-0.83,24.26,-0.96,25.68,-1.22,27.74,-0.95,-0.369,0.2,1.95,0.7,0.4,JA,-0.801,-1.03,JAS,-1.1,1999-2000,SL,76.6774193548387,55.064516129032256
596,596,1999-09-01,1999,SEP,0.42,81.08,19.64,-0.94,23.89,-1.12,25.73,-1.03,27.77,-0.91,-0.2,0.269,0.33,1.0,-0.1,AS,-0.727,-1.16,ASO,-1.2,1999-2000,SL,75.86666666666666,48.333333333333336
597,597,1999-10-01,1999,OCT,0.34,83.47,20.13,-0.74,23.75,-1.34,25.58,-1.19,27.84,-0.85,0.152,0.484,0.62,0.9,1.0,SO,-0.847,-1.33,SON,-1.3,1999-2000,SL,59.12903225806452,38.0
598,598,1999-11-01,1999,NOV,0.36,80.74,20.66,-0.96,23.63,-1.57,25.19,-1.63,27.54,-1.13,0.477,0.682,0.45,0.7,1.0,ON,-1.045,-1.33,OND,-1.5,1999-2000,SL,52.3,31.966666666666665
599,599,1999-12-01,1999,DEC,0.47,82.3,22.17,-0.67,23.68,-1.59,24.99,-1.65,27.21,-1.23,1.065,1.276,-0.09,1.8,1.4,ND,-1.182,-1.43,NDJ,-1.7,1999-2000,SL,37.096774193548384,21.61290322580645
600,600,2000-01-01,2000,JAN,0.31,83.37,23.93,-0.59,24.0,-1.67,24.8,-1.77,27.02,-1.2,1.452,1.57,-1.7,1.7,0.7,DJ,-1.255,-1.25,DJF,-1.7,2000-2001,WL,30.193548387096776,12.180645161290323
601,601,2000-02-01,2000,FEB,0.54,74.06,25.71,-0.39,25.38,-1.0,25.21,-1.52,26.69,-1.41,1.827,2.017,1.2,2.2,1.7,JF,-1.295,-1.26,JFM,-1.4,2000-2001,WL,37.65705818965517,20.06761853448276
602,602,2000-03-01,2000,MAR,0.53,81.6,25.88,-0.72,26.56,-0.61,26.11,-1.13,26.73,-1.49,1.857,2.038,0.95,1.8,1.3,FM,-1.319,-1.37,FMA,-1.1,2000-2001,WL,51.935483870967744,30.32258064516129
603,603,2000-04-01,2000,APR,0.59,78.47,25.94,0.21,27.38,-0.19,26.91,-0.9,27.29,-1.22,1.494,1.684,-0.58,1.1,1.2,MA,-1.168,-0.9,MAM,-0.8,2000-2001,WL,55.1,33.666666666666664
604,604,2000-05-01,2000,MAY,0.37,83.31,23.97,-0.64,26.66,-0.56,26.91,-0.97,27.65,-1.14,0.783,1.132,-0.16,0.4,0.4,AM,-0.96,-0.93,AMJ,-0.7,2000-2001,WL,69.06451612903226,49.47741935483871
605,605,2000-06-01,2000,JUN,0.39,80.66,22.69,-0.49,25.91,-0.73,27.01,-0.7,28.3,-0.55,0.17,0.648,-1.19,0.8,-0.2,MJ,-0.711,-1.18,MJJ,-0.6,2000-2001,WL,77.666015625,60.31934895833333
606,606,2000-07-01,2000,JUL,0.4,84.13,20.78,-1.05,25.07,-0.8,26.57,-0.73,28.21,-0.57,-0.465,0.012,-2.55,0.8,-0.2,JJ,-0.479,-0.61,JJA,-0.6,2000-2001,WL,77.61290322580645,56.03225806451613
607,607,2000-08-01,2000,AUG,0.44,84.54,19.85,-1.01,24.64,-0.58,26.39,-0.51,28.14,-0.55,-0.707,-0.251,-0.51,-0.1,0.7,JA,-0.298,-0.08,JAS,-0.5,2000-2001,WL,78.35433467741936,60.88988155241936
608,608,2000-09-01,2000,SEP,0.45,81.91,20.01,-0.57,24.55,-0.46,26.24,-0.52,28.34,-0.33,-0.798,-0.224,-1.21,0.5,0.9,AS,-0.113,-0.35,ASO,-0.6,2000-2001,WL,70.53333333333333,49.82666666666667
609,609,2000-10-01,2000,OCT,0.31,83.08,20.38,-0.5,24.51,-0.57,26.06,-0.71,28.02,-0.66,-0.377,0.036,0.44,0.4,1.1,SO,-0.109,-0.52,SON,-0.6,2000-2001,WL,63.38709677419355,42.64516129032258
610,610,2000-11-01,2000,NOV,0.3,80.13,20.65,-0.97,24.29,-0.91,25.92,-0.9,28.0,-0.67,-0.097,0.269,0.7,0.7,1.8,ON,-0.397,-0.86,OND,-0.8,2000-2001,WL,43.833333333333336,31.83333333333333
611,611,2000-12-01,2000,DEC,0.29,83.14,22.43,-0.41,24.55,-0.72,25.59,-1.05,27.29,-1.16,0.362,0.618,0.92,1.0,0.8,ND,-0.642,-0.79,NDJ,-0.7,2000-2001,WL,24.677419354838708,7.864516129032259
612,612,2001-01-01,2001,JAN,0.46,81.1,24.15,-0.37,25.25,-0.43,25.81,-0.76,27.31,-0.91,0.785,0.921,1.29,1.5,1.0,DJ,-0.706,-0.83,DJF,-0.7,2001-2002,N,31.258064516129032,18.32258064516129
613,613,2001-02-01,2001,FEB,0.43,72.59,25.71,-0.38,26.17,-0.21,26.18,-0.56,27.1,-0.99,1.25,1.144,-0.51,0.6,1.7,JF,-0.796,-0.86,JFM,-0.5,2001-2002,N,32.535714285714285,19.214285714285715
614,614,2001-03-01,2001,MAR,0.54,81.89,26.94,0.34,27.27,0.1,26.86,-0.37,27.5,-0.73,0.853,0.813,0.39,0.8,0.9,FM,-0.71,-0.78,FMA,-0.4,2001-2002,N,40.903225806451616,22.567741935483877
